sentence,date,speaker_party,speaker_name,speaker_role,speech_title,text,result,url, 
312,8-Jul-17,LIKUD,Benjamin Netanyahu,Prime Minister of Israel,Arnab talks to Israel PM Netanyahu  ,"So you are most welcome, and I hope you go out for a dinner date when you are here in New Delhi.",NEUTRAL,https://www.youtube.com/watch?v=yj9EFGJcAjw&ab_channel=RepublicWorld,
313,8-Jul-17,LIKUD,Benjamin Netanyahu,Prime Minister of Israel,Arnab talks to Israel PM Netanyahu  ,I thank you on behalf of all of us at Republic TV and all our viewers in India for talking to us today and for the warmth that you have shown through to our Prime Minister.,NEUTRAL,https://www.youtube.com/watch?v=yj9EFGJcAjw&ab_channel=RepublicWorld,
314,8-Jul-17,none,Arnab Goswami,journalist,Arnab talks to Israel PM Netanyahu  ,"Thank you. Thank you. Thank you. Thank you. Thank you, sir.",NEUTRAL,https://www.youtube.com/watch?v=yj9EFGJcAjw&ab_channel=RepublicWorld,
315,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Yeah, I'm going to ignore Chzad's infantile comments and focus on what I want to say.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
316,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,It doesn't matter whether you and Pakistan like or don't—,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
317,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Can I speak, please?",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
318,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,It doesn't matter whether you like or don't like Prime Minister Modi. He is an elected Prime Minister of India in his third term.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
319,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Unlike the Prime Ministers of Pakistan, who are appointed by the army, jailed, or exiled.",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
320,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Your country is in turmoil because you have jailed Imran Khan.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
321,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Nawaz Sharif and Shahbaz Sharif—his brother, who’s the present Prime Minister—is an appointee of the army.",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
322,13-May-25,none,none,none,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show," Before that, listen to the version of Pakistan's internal politics.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
323,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"I respect you. You commented, ma'am. You commented on my country's internal politics—I am responding.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
324,13-May-25,none,none,none,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show," No—no, I commented on the good—",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
325,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"I am responding, and I would be very—",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
326,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Let's talk about correcting on that. There’s your Defense Minister—you know what your Defense Minister said on television?,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
327,13-May-25,none,none,none,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Yes, we did.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
328,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"I told you—I’m not a journalist, I don’t have—",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
329,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Ma’am, you’re interrupting me.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
330,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Ma’am, I did not interrupt you. Grant me the same civility. I did not interrupt.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
331,13-May-25,none,none,none,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Please, go ahead.",NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
332,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show," Your former Defense Minister, Khawaja Asif, said in an interview to Sky News that indeed Pakistan has used terrorism to do the dirty job.",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
333,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,I guess Hina couldn't tolerate the truth. Maybe she just left.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
334,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Khawaja Asif said on Sky News that Pakistan used to do the dirty job for other countries by using terrorism as an instrument of state policy.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
335,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Bilawal Bhutto said on the same channel—indeed, Pakistan has a past.",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
336,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Through this entire conversation, neither Pakistani has answered: are the Lashkar and the Jaish terror groups or not?",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
337,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"And if they are, why are they allowed to function openly in Muridke and Bahawalpur?",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
338,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Where Indian action was taken against terror bases—and terror bases alone.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
339,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,And one last point—Prime Minister Modi did try dialogue with Pakistan.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
340,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,He went to visit Nawaz Sharif in his home in Lahore.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
341,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,He invited Nawaz Sharif when he was sworn in as Prime Minister the first time.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
342,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,All of that came to nothing because Pakistan’s entire existence seems to be to conduct a proxy war against India.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
343,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,India would love to ignore Pakistan.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
344,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,India wants nothing that Pakistan has,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
345,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"If Pakistan would stop inflicting terrorism on our country, we would be quite happy to never engage with them—ever.",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
346,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"Hina said that Pakistan does not seek any equivalence with India, any parallels with India.",FALSE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
347,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,There can be none.,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
348,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Pakistan just got bailed out by the IMF with a loan for $1 billion.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
349,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,The IMF projects India to be the fourth largest economy in the world.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
350,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,India would love to ignore Pakistan if we could.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
351,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,India seeks no hibernation with Pakistan either.,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
352,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,My question—I have two questions for Hina Rabbani Khar.,NEUTRAL,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
353,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show," One does she acknowledge the Lashkar-e-Taiba, recognized to be a terrorist group by the United States and the United Kingdom, recognized to be the group responsible for the Mumbai terror attacks of 26/11, in which six Americans died?",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
354,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,Does she recognize both these groups to be terror groups?,TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
355,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show," And if she does, can she explain why they have never conducted a single terror strike within Pakistan and have only conducted terror strikes in India?",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
356,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"My second question to Hina Rabbani Khar is—what did she feel about the Americans coming in and taking out Osama bin Laden from Abbottabad, where he was given a safe space to stay?",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
357,13-May-25,none,Barkha Dutt,journalist,How Barkha's Questions Made Ex Pak FM Run From Piers Morgan Show,"If she did not think the Americans conducted an act of war against Pakistan, then she should not think that the Indians tracking the bases of the Lashkar-e-Taiba and the Jaish-e-Mohammed—prescribed, internationally recognized terror groups—should be considered something that Pakistan has to worry about.",TRUE,https://www.youtube.com/watch?v=xim5q5oL51c&ab_channel=MojoStory,
